ComID,GeogName,Datagroup,Year,Total
ecr25,Halifax Region,All Industries,2011,"23,997"
ecr25,Halifax Region,All Industries,2010,"24,030"
pro9010,Newfoundland and Labrador,All Industries,2011,"26,014"
pro9010,Newfoundland and Labrador,All Industries,2010,"25,958"
pro9011,Prince Edward Island,All Industries,2010,"10,324"
pro9011,Prince Edward Island,All Industries,2011,"10,359"
pro9012,Nova Scotia,All Industries,2010,"54,115"
pro9012,Nova Scotia,All Industries,2011,"53,933"
pro9013,New Brunswick,All Industries,2010,"42,281"
pro9013,New Brunswick,All Industries,2011,"41,756"
pro9024,Quebec,All Industries,2010,"474,111"
pro9024,Quebec,All Industries,2011,"494,673"
pro9035,Ontario,All Industries,2010,"880,358"
pro9035,Ontario,All Industries,2011,"889,621"
pro9046,Manitoba,All Industries,2010,"76,680"
pro9046,Manitoba,All Industries,2011,"77,458"
pro9047,Saskatchewan,All Industries,2010,"94,512"
pro9047,Saskatchewan,All Industries,2011,"96,367"
pro9048,Alberta,All Industries,2010,"338,462"
pro9048,Alberta,All Industries,2011,"340,027"
pro9059,British Columbia,All Industries,2010,"359,786"
pro9059,British Columbia,All Industries,2011,"368,879"
pro9060,Yukon Territory,All Industries,2011,"2,955"
pro9060,Yukon Territory,All Industries,2010,"2,881"
pro9061,Northwest Territories,All Industries,2010,"2,564"
pro9061,Northwest Territories,All Industries,2011,"2,465"
pro9062,Nunavut,All Industries,2011,816
pro9062,Nunavut,All Industries,2010,828
can,Canada,"Agriculture, Forestry, Fishing and Hunting",2010,
can,Canada,"Agriculture, Forestry, Fishing and Hunting",2011,"169,538"
cnt1201,Shelburne County,"Agriculture, Forestry, Fishing and Hunting",2011,559
cnt1201,Shelburne County,"Agriculture, Forestry, Fishing and Hunting",2010,549
cnt1202,Yarmouth County,"Agriculture, Forestry, Fishing and Hunting",2011,615
cnt1202,Yarmouth County,"Agriculture, Forestry, Fishing and Hunting",2010,599
cnt1203,Digby County,"Agriculture, Forestry, Fishing and Hunting",2010,343
cnt1203,Digby County,"Agriculture, Forestry, Fishing and Hunting",2011,337
cnt1204,Queens County,"Agriculture, Forestry, Fishing and Hunting",2010,76
cnt1204,Queens County,"Agriculture, Forestry, Fishing and Hunting",2011,75
cnt1205,Annapolis County,"Agriculture, Forestry, Fishing and Hunting",2011,161
cnt1205,Annapolis County,"Agriculture, Forestry, Fishing and Hunting",2010,137
cnt1206,Lunenburg County,"Agriculture, Forestry, Fishing and Hunting",2010,281
cnt1206,Lunenburg County,"Agriculture, Forestry, Fishing and Hunting",2011,308
cnt1207,Kings County,"Agriculture, Forestry, Fishing and Hunting",2011,403
cnt1207,Kings County,"Agriculture, Forestry, Fishing and Hunting",2010,424
cnt1208,Hants County,"Agriculture, Forestry, Fishing and Hunting",2010,211
cnt1208,Hants County,"Agriculture, Forestry, Fishing and Hunting",2011,213
cnt1209,Halifax County,"Agriculture, Forestry, Fishing and Hunting",2010,287
cnt1209,Halifax County,"Agriculture, Forestry, Fishing and Hunting",2011,321
cnt1210,Colchester County,"Agriculture, Forestry, Fishing and Hunting",2010,287
cnt1210,Colchester County,"Agriculture, Forestry, Fishing and Hunting",2011,287
cnt1211,Cumberland County,"Agriculture, Forestry, Fishing and Hunting",2010,245
cnt1211,Cumberland County,"Agriculture, Forestry, Fishing and Hunting",2011,261
cnt1212,Pictou County,"Agriculture, Forestry, Fishing and Hunting",2010,273
cnt1212,Pictou County,"Agriculture, Forestry, Fishing and Hunting",2011,300
cnt1213,Guysborough County,"Agriculture, Forestry, Fishing and Hunting",2010,179
cnt1213,Guysborough County,"Agriculture, Forestry, Fishing and Hunting",2011,162
cnt1214,Antigonish County,"Agriculture, Forestry, Fishing and Hunting",2010,229
cnt1214,Antigonish County,"Agriculture, Forestry, Fishing and Hunting",2011,235
cnt1215,Inverness County,"Agriculture, Forestry, Fishing and Hunting",2011,244
cnt1215,Inverness County,"Agriculture, Forestry, Fishing and Hunting",2010,241
cnt1216,Richmond County,"Agriculture, Forestry, Fishing and Hunting",2010,84
cnt1216,Richmond County,"Agriculture, Forestry, Fishing and Hunting",2011,71
cnt1217,Cape Breton County,"Agriculture, Forestry, Fishing and Hunting",2010,306
cnt1218,Victoria County,Construction,2010,59
cnt1217,Cape Breton County,"Agriculture, Forestry, Fishing and Hunting",2011,298
cnt1218,Victoria County,"Agriculture, Forestry, Fishing and Hunting",2010,253
cnt1218,Victoria County,"Agriculture, Forestry, Fishing and Hunting",2011,261
ecr21,Cape Breton Region,"Agriculture, Forestry, Fishing and Hunting",2011,874
ecr21,Cape Breton Region,"Agriculture, Forestry, Fishing and Hunting",2010,884
ecr22,North Shore Region,"Agriculture, Forestry, Fishing and Hunting",2010,"1,213"
ecr22,North Shore Region,"Agriculture, Forestry, Fishing and Hunting",2011,"1,245"
ecr23,Annapolis Valley Region,"Agriculture, Forestry, Fishing and Hunting",2010,772
ecr23,Annapolis Valley Region,"Agriculture, Forestry, Fishing and Hunting",2011,777
ecr24,Southern Region,"Agriculture, Forestry, Fishing and Hunting",2010,"1,848"
ecr24,Southern Region,"Agriculture, Forestry, Fishing and Hunting",2011,"1,894"
ecr25,Halifax Region,"Agriculture, Forestry, Fishing and Hunting",2011,321
ecr25,Halifax Region,"Agriculture, Forestry, Fishing and Hunting",2010,287
pro9010,Newfoundland and Labrador,"Agriculture, Forestry, Fishing and Hunting",2011,"1,562"
pro9010,Newfoundland and Labrador,"Agriculture, Forestry, Fishing and Hunting",2010,
pro9011,Prince Edward Island,"Agriculture, Forestry, Fishing and Hunting",2010,
pro9011,Prince Edward Island,"Agriculture, Forestry, Fishing and Hunting",2011,"2,224"
pro9012,Nova Scotia,"Agriculture, Forestry, Fishing and Hunting",2010,"5,008"
pro9012,Nova Scotia,"Agriculture, Forestry, Fishing and Hunting",2011,"5,129"
pro9013,New Brunswick,"Agriculture, Forestry, Fishing and Hunting",2010,
pro9013,New Brunswick,"Agriculture, Forestry, Fishing and Hunting",2011,"3,828"
pro9024,Quebec,"Agriculture, Forestry, Fishing and Hunting",2010,
pro9024,Quebec,"Agriculture, Forestry, Fishing and Hunting",2011,"28,533"
pro9035,Ontario,"Agriculture, Forestry, Fishing and Hunting",2010,
pro9035,Ontario,"Agriculture, Forestry, Fishing and Hunting",2011,"34,838"
pro9046,Manitoba,"Agriculture, Forestry, Fishing and Hunting",2010,
pro9046,Manitoba,"Agriculture, Forestry, Fishing and Hunting",2011,"13,908"
pro9047,Saskatchewan,"Agriculture, Forestry, Fishing and Hunting",2010,
pro9047,Saskatchewan,"Agriculture, Forestry, Fishing and Hunting",2011,"31,705"
pro9048,Alberta,"Agriculture, Forestry, Fishing and Hunting",2010,
pro9048,Alberta,"Agriculture, Forestry, Fishing and Hunting",2011,"32,236"
pro9059,British Columbia,"Agriculture, Forestry, Fishing and Hunting",2010,
pro9059,British Columbia,"Agriculture, Forestry, Fishing and Hunting",2011,"15,499"
pro9060,Yukon Territory,"Agriculture, Forestry, Fishing and Hunting",2011,44
pro9060,Yukon Territory,"Agriculture, Forestry, Fishing and Hunting",2010,
cnt1213,Guysborough County,"Mining, Quarrying, and Oil and Gas Extraction",2010,3
pro9061,Northwest Territories,"Agriculture, Forestry, Fishing and Hunting",2010,
pro9061,Northwest Territories,"Agriculture, Forestry, Fishing and Hunting",2011,25
pro9062,Nunavut,"Agriculture, Forestry, Fishing and Hunting",2011,7
pro9062,Nunavut,"Agriculture, Forestry, Fishing and Hunting",2010,
can,Canada,"Mining, Quarrying, and Oil and Gas Extraction",2010,
can,Canada,"Mining, Quarrying, and Oil and Gas Extraction",2011,"18,089"
cnt1201,Shelburne County,"Mining, Quarrying, and Oil and Gas Extraction",2011,
cnt1201,Shelburne County,"Mining, Quarrying, and Oil and Gas Extraction",2010,2
cnt1202,Yarmouth County,"Mining, Quarrying, and Oil and Gas Extraction",2011,2
cnt1202,Yarmouth County,"Mining, Quarrying, and Oil and Gas Extraction",2010,2
cnt1203,Digby County,"Mining, Quarrying, and Oil and Gas Extraction",2010,1
cnt1203,Digby County,"Mining, Quarrying, and Oil and Gas Extraction",2011,1
cnt1204,Queens County,"Mining, Quarrying, and Oil and Gas Extraction",2010,1
cnt1204,Queens County,"Mining, Quarrying, and Oil and Gas Extraction",2011,1
cnt1205,Annapolis County,"Mining, Quarrying, and Oil and Gas Extraction",2011,8
cnt1205,Annapolis County,"Mining, Quarrying, and Oil and Gas Extraction",2010,9
cnt1206,Lunenburg County,"Mining, Quarrying, and Oil and Gas Extraction",2010,7
cnt1206,Lunenburg County,"Mining, Quarrying, and Oil and Gas Extraction",2011,7
cnt1207,Kings County,"Mining, Quarrying, and Oil and Gas Extraction",2011,7
cnt1207,Kings County,"Mining, Quarrying, and Oil and Gas Extraction",2010,7
cnt1208,Hants County,"Mining, Quarrying, and Oil and Gas Extraction",2010,7
cnt1208,Hants County,"Mining, Quarrying, and Oil and Gas Extraction",2011,8
cnt1209,Halifax County,"Mining, Quarrying, and Oil and Gas Extraction",2010,89
cnt1209,Halifax County,"Mining, Quarrying, and Oil and Gas Extraction",2011,85
cnt1210,Colchester County,"Mining, Quarrying, and Oil and Gas Extraction",2010,7
cnt1210,Colchester County,"Mining, Quarrying, and Oil and Gas Extraction",2011,5
cnt1211,Cumberland County,"Mining, Quarrying, and Oil and Gas Extraction",2010,5
cnt1211,Cumberland County,"Mining, Quarrying, and Oil and Gas Extraction",2011,5
cnt1212,Pictou County,"Mining, Quarrying, and Oil and Gas Extraction",2010,8
cnt1212,Pictou County,"Mining, Quarrying, and Oil and Gas Extraction",2011,8
ecr25,Halifax Region,Utilities,2010,27
cnt1213,Guysborough County,"Mining, Quarrying, and Oil and Gas Extraction",2011,3
cnt1214,Antigonish County,"Mining, Quarrying, and Oil and Gas Extraction",2010,7
cnt1214,Antigonish County,"Mining, Quarrying, and Oil and Gas Extraction",2011,8
cnt1215,Inverness County,"Mining, Quarrying, and Oil and Gas Extraction",2011,4
cnt1215,Inverness County,"Mining, Quarrying, and Oil and Gas Extraction",2010,4
cnt1216,Richmond County,"Mining, Quarrying, and Oil and Gas Extraction",2010,1
cnt1216,Richmond County,"Mining, Quarrying, and Oil and Gas Extraction",2011,1
cnt1217,Cape Breton County,"Mining, Quarrying, and Oil and Gas Extraction",2010,12
cnt1217,Cape Breton County,"Mining, Quarrying, and Oil and Gas Extraction",2011,8
pro9059,British Columbia,"Mining, Quarrying, and Oil and Gas Extraction",2011,"2,151"
cnt1218,Victoria County,"Mining, Quarrying, and Oil and Gas Extraction",2010,1
cnt1218,Victoria County,"Mining, Quarrying, and Oil and Gas Extraction",2011,1
ecr21,Cape Breton Region,"Mining, Quarrying, and Oil and Gas Extraction",2011,14
ecr21,Cape Breton Region,"Mining, Quarrying, and Oil and Gas Extraction",2010,18
ecr22,North Shore Region,"Mining, Quarrying, and Oil and Gas Extraction",2010,30
ecr22,North Shore Region,"Mining, Quarrying, and Oil and Gas Extraction",2011,29
ecr23,Annapolis Valley Region,"Mining, Quarrying, and Oil and Gas Extraction",2010,23
ecr23,Annapolis Valley Region,"Mining, Quarrying, and Oil and Gas Extraction",2011,23
ecr24,Southern Region,"Mining, Quarrying, and Oil and Gas Extraction",2010,13
ecr24,Southern Region,"Mining, Quarrying, and Oil and Gas Extraction",2011,11
ecr25,Halifax Region,"Mining, Quarrying, and Oil and Gas Extraction",2011,85
ecr25,Halifax Region,"Mining, Quarrying, and Oil and Gas Extraction",2010,89
cnt1204,Queens County,Utilities,2011,2
pro9010,Newfoundland and Labrador,"Mining, Quarrying, and Oil and Gas Extraction",2011,109
pro9010,Newfoundland and Labrador,"Mining, Quarrying, and Oil and Gas Extraction",2010,
pro9011,Prince Edward Island,"Mining, Quarrying, and Oil and Gas Extraction",2010,
pro9011,Prince Edward Island,"Mining, Quarrying, and Oil and Gas Extraction",2011,6
pro9012,Nova Scotia,"Mining, Quarrying, and Oil and Gas Extraction",2010,173
pro9012,Nova Scotia,"Mining, Quarrying, and Oil and Gas Extraction",2011,163
pro9013,New Brunswick,"Mining, Quarrying, and Oil and Gas Extraction",2010,
pro9013,New Brunswick,"Mining, Quarrying, and Oil and Gas Extraction",2011,94
pro9024,Quebec,"Mining, Quarrying, and Oil and Gas Extraction",2010,
pro9024,Quebec,"Mining, Quarrying, and Oil and Gas Extraction",2011,706
pro9035,Ontario,"Mining, Quarrying, and Oil and Gas Extraction",2010,
pro9035,Ontario,"Mining, Quarrying, and Oil and Gas Extraction",2011,"1,341"
pro9046,Manitoba,"Mining, Quarrying, and Oil and Gas Extraction",2010,
pro9046,Manitoba,"Mining, Quarrying, and Oil and Gas Extraction",2011,223
pro9047,Saskatchewan,"Mining, Quarrying, and Oil and Gas Extraction",2010,
pro9047,Saskatchewan,"Mining, Quarrying, and Oil and Gas Extraction",2011,"1,642"
pro9048,Alberta,"Mining, Quarrying, and Oil and Gas Extraction",2010,
pro9048,Alberta,"Mining, Quarrying, and Oil and Gas Extraction",2011,"11,531"
pro9059,British Columbia,"Mining, Quarrying, and Oil and Gas Extraction",2010,
pro9060,Yukon Territory,"Mining, Quarrying, and Oil and Gas Extraction",2011,91
pro9060,Yukon Territory,"Mining, Quarrying, and Oil and Gas Extraction",2010,
pro9061,Northwest Territories,"Mining, Quarrying, and Oil and Gas Extraction",2010,
pro9061,Northwest Territories,"Mining, Quarrying, and Oil and Gas Extraction",2011,31
pro9062,Nunavut,"Mining, Quarrying, and Oil and Gas Extraction",2011,1
pro9062,Nunavut,"Mining, Quarrying, and Oil and Gas Extraction",2010,
can,Canada,Utilities,2010,
can,Canada,Utilities,2011,"2,359"
cnt1201,Shelburne County,Utilities,2011,
cnt1201,Shelburne County,Utilities,2010,
cnt1202,Yarmouth County,Utilities,2011,1
cnt1202,Yarmouth County,Utilities,2010,
cnt1203,Digby County,Utilities,2010,
cnt1203,Digby County,Utilities,2011,
cnt1204,Queens County,Utilities,2010,2
cnt1205,Annapolis County,Utilities,2011,1
cnt1205,Annapolis County,Utilities,2010,1
cnt1206,Lunenburg County,Utilities,2010,2
cnt1206,Lunenburg County,Utilities,2011,3
cnt1207,Kings County,Utilities,2011,1
cnt1207,Kings County,Utilities,2010,1
cnt1208,Hants County,Utilities,2010,2
cnt1208,Hants County,Utilities,2011,1
cnt1209,Halifax County,Utilities,2010,27
cnt1209,Halifax County,Utilities,2011,23
cnt1210,Colchester County,Utilities,2010,4
cnt1210,Colchester County,Utilities,2011,2
cnt1211,Cumberland County,Utilities,2010,1
cnt1211,Cumberland County,Utilities,2011,1
cnt1212,Pictou County,Utilities,2010,2
cnt1212,Pictou County,Utilities,2011,4
cnt1213,Guysborough County,Utilities,2010,2
cnt1213,Guysborough County,Utilities,2011,1
cnt1214,Antigonish County,Utilities,2010,2
cnt1214,Antigonish County,Utilities,2011,1
cnt1215,Inverness County,Utilities,2011,2
cnt1215,Inverness County,Utilities,2010,4
cnt1216,Richmond County,Utilities,2010,
cnt1216,Richmond County,Utilities,2011,
cnt1217,Cape Breton County,Utilities,2010,8
cnt1217,Cape Breton County,Utilities,2011,8
cnt1218,Victoria County,Utilities,2010,
cnt1218,Victoria County,Utilities,2011,
ecr21,Cape Breton Region,Utilities,2011,10
ecr21,Cape Breton Region,Utilities,2010,12
ecr22,North Shore Region,Utilities,2010,11
ecr22,North Shore Region,Utilities,2011,9
ecr23,Annapolis Valley Region,Utilities,2010,4
ecr23,Annapolis Valley Region,Utilities,2011,3
ecr24,Southern Region,Utilities,2010,4
ecr24,Southern Region,Utilities,2011,6
ecr25,Halifax Region,Utilities,2011,23
pro9010,Newfoundland and Labrador,Utilities,2011,44
pro9010,Newfoundland and Labrador,Utilities,2010,
pro9011,Prince Edward Island,Utilities,2010,
pro9011,Prince Edward Island,Utilities,2011,12
pro9012,Nova Scotia,Utilities,2010,58
pro9012,Nova Scotia,Utilities,2011,54
pro9013,New Brunswick,Utilities,2010,
pro9013,New Brunswick,Utilities,2011,54
pro9024,Quebec,Utilities,2010,
pro9024,Quebec,Utilities,2011,287
pro9035,Ontario,Utilities,2010,
pro9035,Ontario,Utilities,2011,876
pro9046,Manitoba,Utilities,2010,
pro9046,Manitoba,Utilities,2011,62
pro9047,Saskatchewan,Utilities,2010,
pro9047,Saskatchewan,Utilities,2011,78
pro9048,Alberta,Utilities,2010,
pro9048,Alberta,Utilities,2011,507
pro9059,British Columbia,Utilities,2010,
pro9059,British Columbia,Utilities,2011,365
pro9060,Yukon Territory,Utilities,2011,4
pro9060,Yukon Territory,Utilities,2010,
pro9061,Northwest Territories,Utilities,2010,
pro9061,Northwest Territories,Utilities,2011,14
pro9062,Nunavut,Utilities,2011,2
pro9062,Nunavut,Utilities,2010,
can,Canada,Construction,2010,
can,Canada,Construction,2011,"276,942"
cnt1201,Shelburne County,Construction,2011,81
cnt1201,Shelburne County,Construction,2010,85
cnt1202,Yarmouth County,Construction,2011,145
cnt1202,Yarmouth County,Construction,2010,147
cnt1203,Digby County,Construction,2010,138
ecr23,Annapolis Valley Region,Construction,2010,956
cnt1203,Digby County,Construction,2011,137
cnt1204,Queens County,Construction,2010,65
cnt1204,Queens County,Construction,2011,64
cnt1205,Annapolis County,Construction,2011,185
cnt1205,Annapolis County,Construction,2010,127
cnt1206,Lunenburg County,Construction,2010,444
cnt1206,Lunenburg County,Construction,2011,457
cnt1207,Kings County,Construction,2011,413
cnt1207,Kings County,Construction,2010,445
cnt1208,Hants County,Construction,2010,384
cnt1208,Hants County,Construction,2011,389
cnt1209,Halifax County,Construction,2010,"2,749"
cnt1209,Halifax County,Construction,2011,"2,748"
cnt1210,Colchester County,Construction,2010,326
cnt1210,Colchester County,Construction,2011,312
cnt1211,Cumberland County,Construction,2010,167
cnt1211,Cumberland County,Construction,2011,166
cnt1212,Pictou County,Construction,2010,266
cnt1212,Pictou County,Construction,2011,283
cnt1213,Guysborough County,Construction,2010,54
cnt1213,Guysborough County,Construction,2011,50
cnt1214,Antigonish County,Construction,2010,125
cnt1214,Antigonish County,Construction,2011,131
cnt1215,Inverness County,Construction,2011,92
cnt1215,Inverness County,Construction,2010,99
cnt1216,Richmond County,Construction,2010,55
cnt1216,Richmond County,Construction,2011,59
cnt1217,Cape Breton County,Construction,2010,383
cnt1217,Cape Breton County,Construction,2011,406
cnt1218,Victoria County,Construction,2011,59
ecr21,Cape Breton Region,Construction,2011,616
ecr21,Cape Breton Region,Construction,2010,596
ecr22,North Shore Region,Construction,2010,938
ecr22,North Shore Region,Construction,2011,942
ecr23,Annapolis Valley Region,Construction,2011,987
ecr24,Southern Region,Construction,2010,879
ecr24,Southern Region,Construction,2011,884
ecr25,Halifax Region,Construction,2011,"2,748"
ecr25,Halifax Region,Construction,2010,"2,749"
pro9010,Newfoundland and Labrador,Construction,2011,"2,957"
pro9010,Newfoundland and Labrador,Construction,2010,
pro9011,Prince Edward Island,Construction,2010,
pro9011,Prince Edward Island,Construction,2011,"1,082"
pro9012,Nova Scotia,Construction,2010,"6,123"
pro9012,Nova Scotia,Construction,2011,"6,198"
pro9013,New Brunswick,Construction,2010,
pro9013,New Brunswick,Construction,2011,"4,875"
pro9024,Quebec,Construction,2010,
pro9024,Quebec,Construction,2011,"46,782"
pro9035,Ontario,Construction,2010,
pro9035,Ontario,Construction,2011,"101,765"
pro9046,Manitoba,Construction,2010,
pro9046,Manitoba,Construction,2011,"8,020"
pro9047,Saskatchewan,Construction,2010,
pro9047,Saskatchewan,Construction,2011,"8,663"
pro9048,Alberta,Construction,2010,
pro9048,Alberta,Construction,2011,"44,557"
pro9059,British Columbia,Construction,2010,
pro9059,British Columbia,Construction,2011,"51,237"
pro9060,Yukon Territory,Construction,2011,444
pro9060,Yukon Territory,Construction,2010,
pro9061,Northwest Territories,Construction,2010,
pro9061,Northwest Territories,Construction,2011,297
pro9062,Nunavut,Construction,2011,65
pro9062,Nunavut,Construction,2010,
can,Canada,Manufacturing,2010,
can,Canada,Manufacturing,2011,"78,912"
cnt1201,Shelburne County,Manufacturing,2011,126
cnt1201,Shelburne County,Manufacturing,2010,136
cnt1202,Yarmouth County,Manufacturing,2011,98
cnt1202,Yarmouth County,Manufacturing,2010,106
cnt1203,Digby County,Manufacturing,2010,89
cnt1203,Digby County,Manufacturing,2011,73
cnt1204,Queens County,Manufacturing,2010,29
cnt1204,Queens County,Manufacturing,2011,27
cnt1205,Annapolis County,Manufacturing,2011,46
cnt1205,Annapolis County,Manufacturing,2010,41
cnt1206,Lunenburg County,Manufacturing,2010,136
cnt1206,Lunenburg County,Manufacturing,2011,126
cnt1207,Kings County,Manufacturing,2011,83
cnt1207,Kings County,Manufacturing,2010,96
cnt1208,Hants County,Manufacturing,2010,83
cnt1208,Hants County,Manufacturing,2011,70
cnt1209,Halifax County,Manufacturing,2010,553
cnt1209,Halifax County,Manufacturing,2011,498
cnt1210,Colchester County,Manufacturing,2010,112
cnt1210,Colchester County,Manufacturing,2011,90
cnt1211,Cumberland County,Manufacturing,2010,59
cnt1211,Cumberland County,Manufacturing,2011,51
cnt1212,Pictou County,Manufacturing,2010,82
cnt1212,Pictou County,Manufacturing,2011,83
cnt1213,Guysborough County,Manufacturing,2010,22
cnt1213,Guysborough County,Manufacturing,2011,20
cnt1214,Antigonish County,Manufacturing,2010,34
cnt1214,Antigonish County,Manufacturing,2011,28
cnt1215,Inverness County,Manufacturing,2011,19
cnt1215,Inverness County,Manufacturing,2010,24
cnt1216,Richmond County,Manufacturing,2010,20
cnt1216,Richmond County,Manufacturing,2011,19
cnt1217,Cape Breton County,Manufacturing,2010,106
cnt1217,Cape Breton County,Manufacturing,2011,85
cnt1218,Victoria County,Manufacturing,2010,34
cnt1218,Victoria County,Manufacturing,2011,33
ecr21,Cape Breton Region,Manufacturing,2011,156
ecr21,Cape Breton Region,Manufacturing,2010,184
ecr22,North Shore Region,Manufacturing,2010,309
ecr22,North Shore Region,Manufacturing,2011,272
ecr23,Annapolis Valley Region,Manufacturing,2010,220
ecr23,Annapolis Valley Region,Manufacturing,2011,199
ecr24,Southern Region,Manufacturing,2010,496
ecr24,Southern Region,Manufacturing,2011,450
ecr25,Halifax Region,Manufacturing,2011,498
ecr25,Halifax Region,Manufacturing,2010,553
pro9010,Newfoundland and Labrador,Manufacturing,2011,661
pro9010,Newfoundland and Labrador,Manufacturing,2010,
pro9011,Prince Edward Island,Manufacturing,2010,
pro9011,Prince Edward Island,Manufacturing,2011,313
pro9012,Nova Scotia,Manufacturing,2010,"1,765"
pro9012,Nova Scotia,Manufacturing,2011,"1,589"
pro9013,New Brunswick,Manufacturing,2010,
pro9013,New Brunswick,Manufacturing,2011,"1,266"
pro9024,Quebec,Manufacturing,2010,
pro9024,Quebec,Manufacturing,2011,"20,950"
pro9035,Ontario,Manufacturing,2010,
pro9035,Ontario,Manufacturing,2011,"31,274"
pro9046,Manitoba,Manufacturing,2010,
pro9046,Manitoba,Manufacturing,2011,"2,161"
pro9047,Saskatchewan,Manufacturing,2010,
pro9047,Saskatchewan,Manufacturing,2011,"1,682"
pro9048,Alberta,Manufacturing,2010,
pro9048,Alberta,Manufacturing,2011,"7,661"
pro9059,British Columbia,Manufacturing,2010,
pro9059,British Columbia,Manufacturing,2011,"11,287"
pro9060,Yukon Territory,Manufacturing,2011,44
pro9060,Yukon Territory,Manufacturing,2010,
pro9061,Northwest Territories,Manufacturing,2010,
pro9061,Northwest Territories,Manufacturing,2011,14
pro9062,Nunavut,Manufacturing,2011,10
pro9062,Nunavut,Manufacturing,2010,
can,Canada,Wholesale Trade,2010,
can,Canada,Wholesale Trade,2011,"102,569"
cnt1201,Shelburne County,Wholesale Trade,2011,69
cnt1201,Shelburne County,Wholesale Trade,2010,68
cnt1202,Yarmouth County,Wholesale Trade,2011,100
cnt1202,Yarmouth County,Wholesale Trade,2010,101
cnt1203,Digby County,Wholesale Trade,2010,49
cnt1203,Digby County,Wholesale Trade,2011,44
cnt1204,Queens County,Wholesale Trade,2010,18
cnt1204,Queens County,Wholesale Trade,2011,20
cnt1205,Annapolis County,Wholesale Trade,2011,44
cnt1205,Annapolis County,Wholesale Trade,2010,34
cnt1206,Lunenburg County,Wholesale Trade,2010,122
cnt1206,Lunenburg County,Wholesale Trade,2011,115
cnt1207,Kings County,Wholesale Trade,2011,125
cnt1207,Kings County,Wholesale Trade,2010,145
cnt1208,Hants County,Wholesale Trade,2010,58
cnt1208,Hants County,Wholesale Trade,2011,57
cnt1209,Halifax County,Wholesale Trade,2010,"1,244"
cnt1209,Halifax County,Wholesale Trade,2011,"1,133"
cnt1210,Colchester County,Wholesale Trade,2010,164
cnt1210,Colchester County,Wholesale Trade,2011,146
cnt1211,Cumberland County,Wholesale Trade,2010,79
cnt1211,Cumberland County,Wholesale Trade,2011,71
cnt1212,Pictou County,Wholesale Trade,2010,83
cnt1212,Pictou County,Wholesale Trade,2011,82
cnt1213,Guysborough County,Wholesale Trade,2010,21
cnt1213,Guysborough County,Wholesale Trade,2011,16
cnt1214,Antigonish County,Wholesale Trade,2010,31
cnt1214,Antigonish County,Wholesale Trade,2011,30
cnt1215,Inverness County,Wholesale Trade,2011,19
cnt1215,Inverness County,Wholesale Trade,2010,21
cnt1216,Richmond County,Wholesale Trade,2010,12
cnt1216,Richmond County,Wholesale Trade,2011,13
cnt1217,Cape Breton County,Wholesale Trade,2010,146
cnt1217,Cape Breton County,Wholesale Trade,2011,142
