X,Y,OBJECTID,JUNCTION_ID,JUNCTION_TYPE,PSEUDO_NODE_TYPE,MUN_CODE,JUNCDESCR,HRMINTRST,TRAFFICZONE,TRFSERVID,SIGNALRESP
-63.653604462302845,44.678353994525949,1774460,3499,Intersection,,Halifax Regional Municipality,,,,,
-63.652898345167031,44.725458742191748,1774461,3502,Intersection,,Halifax Regional Municipality,,,,,
-63.652506045492565,44.749157201104566,1774462,3503,Intersection,,Halifax Regional Municipality,,,,,
-63.651918791638508,44.786795460371408,1774463,3504,Dead End,,Halifax Regional Municipality,,,,,
-63.659872624284439,44.690651992631658,1774464,3317,Intersection,,Halifax Regional Municipality,,,,,
-63.667287620473502,44.66482962762349,1774465,3098,Dead End,,Halifax Regional Municipality,,,,,
-63.665816300412352,44.768952853587976,1774466,3099,Intersection,,Halifax Regional Municipality,,,,,
-63.6660338795607,44.752991324788461,1774467,3102,Intersection,,Halifax Regional Municipality,,,,,
-63.667013765465867,44.684159514020863,1774468,3103,Dead End,,Halifax Regional Municipality,,,,,
-63.666396294082283,44.728153252740057,1774469,3104,Intersection,,Halifax Regional Municipality,,,,,
-63.665958434551555,44.758230952241085,1774470,3106,Intersection,,Halifax Regional Municipality,,,,,
-63.664523698380364,44.845633847331392,1774471,3109,Dead End,,Halifax Regional Municipality,,,,,
-63.666567317142707,44.697852391214106,1774472,3110,Intersection,,Halifax Regional Municipality,,,,,
-63.666114916582472,44.729166650289102,1774473,3112,Intersection,,Halifax Regional Municipality,,,,,
-63.666734040866181,44.675734785218104,1774474,3115,Intersection,,Halifax Regional Municipality,,,,,
-63.666239953086873,44.698458853216536,1774475,3117,Intersection,,Halifax Regional Municipality,,,,,
-63.666178761646357,44.70476790783983,1774476,3118,Dead End,,Halifax Regional Municipality,,,,,
-63.665829144524281,44.725986765026889,1774477,3120,Intersection,,Halifax Regional Municipality,,,,,
-63.665042020909411,44.761843804184984,1774478,3124,Intersection,,Halifax Regional Municipality,,,,,
-63.666301501158578,44.672706450007624,1774479,3125,Intersection,,Halifax Regional Municipality,,,,,
-63.664579086704144,44.790374248555771,1774480,3129,Dead End,,Halifax Regional Municipality,,,,,
-63.66605506632667,44.669924036458575,1774481,3131,Intersection,,Halifax Regional Municipality,,,,,
-63.66653873724195,44.636426510507135,1774482,3133,Intersection,,Halifax Regional Municipality,,,,,
-63.665164671488419,44.727683448048971,1774483,3134,Intersection,,Halifax Regional Municipality,,,,,
-63.665772526406869,44.68069441884932,1774484,3138,Dead End,,Halifax Regional Municipality,,,,,
-63.665086880079748,44.729798470871557,1774485,3139,Dead End,,Halifax Regional Municipality,,,,,
-63.652576538987859,44.652955297051598,1774486,3548,Dead End,,Halifax Regional Municipality,,,,,
-63.65124747793174,44.727638659901274,1774487,3552,Dead End,,Halifax Regional Municipality,,,,,
-63.650935688866291,44.744683063382773,1774488,3553,Dead End,,Halifax Regional Municipality,,,,,
-63.652105300756112,44.664633607855599,1774489,3555,Intersection,,Halifax Regional Municipality,,,,,
-63.651143956976718,44.729282417791673,1774490,3557,Non-Intersection Junction,Name Change,Halifax Regional Municipality,,,,,
-63.651168899598893,44.722327731410942,1774491,3558,Dead End,,Halifax Regional Municipality,,,,,
-63.650805960461177,44.737483680269044,1774492,3560,Intersection,,Halifax Regional Municipality,,,,,
-63.650861528448004,44.732509883322841,1774493,3561,Intersection,,Halifax Regional Municipality,,,,,
-63.650916792804303,44.724357583736044,1774494,3563,Dead End,,Halifax Regional Municipality,,,,,
-63.650122519498069,44.759516748038408,1774495,3565,Dead End,,Halifax Regional Municipality,,,,,
-63.651421902912155,44.674105436235159,1774496,3566,Dead End,,Halifax Regional Municipality,,,,,
-63.650225071170901,44.739891078306599,1774497,3570,Intersection,,Halifax Regional Municipality,,,,,
-63.65109809708315,44.671495278212845,1774498,3571,Dead End,,Halifax Regional Municipality,,,,,
-63.650169504980688,44.735859370731617,1774499,3576,Intersection,,Halifax Regional Municipality,,,,,
-63.649339104128678,44.788242210984748,1774500,3577,Non-Intersection Junction,Name Change,Halifax Regional Municipality,,,,,
-63.651048181296062,44.670966081686288,1774501,3578,Dead End,,Halifax Regional Municipality,,,,,
-63.650016437446169,44.736256251471765,1774502,3580,Intersection,,Halifax Regional Municipality,,,,,
-63.650112587724273,44.728070648331787,1774503,3582,Intersection,,Halifax Regional Municipality,,,,,
-63.651007226203944,44.664265454766522,1774504,3583,Dead End,,Halifax Regional Municipality,,,,,
-63.650101059644243,44.723197747690293,1774505,3585,Intersection,,Halifax Regional Municipality,,,,,
-63.651128245442393,44.662829539092236,1774506,3586,Dead End,,Halifax Regional Municipality,,,,,
-63.651013770430808,44.652147282053264,1774507,3589,Intersection,,Halifax Regional Municipality,,,,,
-63.653561583917707,44.471238883019112,1774508,3591,Intersection,,Halifax Regional Municipality,,,,,
-63.650588277108263,44.672231624373076,1774509,3592,Dead End,,Halifax Regional Municipality,,,,,
-63.650784971324562,44.654984870569919,1774510,3598,Dead End,,Halifax Regional Municipality,,,,,
-63.649359951331469,44.740265814963962,1774511,3599,Intersection,,Halifax Regional Municipality,,,,,
-63.649475701950792,44.722401874112563,1774512,3603,Intersection,,Halifax Regional Municipality,,,,,
-63.649996005265031,44.673098169172228,1774513,3608,Dead End,,Halifax Regional Municipality,,,,,
-63.649116136885262,44.723275445691236,1774514,3609,Intersection,,Halifax Regional Municipality,,,,,
-63.657622075003133,44.670294586988234,1774515,3384,Intersection,,Halifax Regional Municipality,,,,,
-63.657626660902672,44.6665855084659,1774516,3385,Intersection,,Halifax Regional Municipality,,,,,
-62.892761201195178,44.807669855959922,1774517,10787,Dead End,,Halifax Regional Municipality,,,,,
-63.652268620762975,44.737395644836738,1774518,3515,Intersection,,Halifax Regional Municipality,,,,,
-63.653228985378711,44.664338740301602,1774519,3521,Intersection,,Halifax Regional Municipality,,,,,
-63.652023110297506,44.728284736918503,1774520,3528,Intersection,,Halifax Regional Municipality,,,,,
-63.650921358940884,44.763384989791966,1774521,3543,Dead End,,Halifax Regional Municipality,,,,,
-63.65130655922966,44.725173195563613,1774522,3550,Dead End,,Halifax Regional Municipality,,,,,
-63.65095924179473,44.739503077237671,1774523,3556,Intersection,,Halifax Regional Municipality,,,,,
-63.651575729523096,44.650787989862081,1774524,3569,Dead End,,Halifax Regional Municipality,,,,,
-63.650134068239353,44.741528299389749,1774525,3574,Dead End,,Halifax Regional Municipality,,,,,
-63.648924513658748,44.809059471620351,1774526,3581,Dead End,,Halifax Regional Municipality,,,,,
-63.649865081202265,44.736681605482566,1774527,3587,Intersection,,Halifax Regional Municipality,,,,,
-63.650470848436001,44.659624805551076,1774528,3601,Intersection,,Halifax Regional Municipality,,,,,
-63.942394408887331,44.666507011779593,1774529,173,Dead End,,Halifax Regional Municipality,,,,,
-63.657274945316097,44.678300957561746,1774530,3395,Intersection,,Halifax Regional Municipality,,,,,
-63.656609697034128,44.723297604343131,1774531,3397,Dead End,,Halifax Regional Municipality,,,,,
-63.658944572069466,44.729542607753928,1774532,3323,Intersection,,Halifax Regional Municipality,,,,,
-63.657148184944681,44.844016981792883,1774533,3329,Non-Intersection Junction,Ownership Change,Halifax Regional Municipality,,,,,
-63.659181895289429,44.680154029357013,1774534,3342,Intersection,,Halifax Regional Municipality,,,,,
-63.658261716807935,44.72043686350068,1774535,3350,Dead End,,Halifax Regional Municipality,,,,,
-63.65869841212205,44.681059720407454,1774536,3355,Dead End,,Halifax Regional Municipality,,,,,
-63.658138125692822,44.670855737572325,1774537,3373,Intersection,,Halifax Regional Municipality,,,,,
-63.654748478495286,44.677316161335142,1774538,3461,Intersection,,Halifax Regional Municipality,,,,,
-63.654575072204416,44.666540114005656,1774539,3472,Intersection,,Halifax Regional Municipality,,,,,
-63.652768744322671,44.723140970697095,1774540,3506,Intersection,,Halifax Regional Municipality,,,,,
-63.652580090926492,44.734325011082639,1774541,3507,Intersection,,Halifax Regional Municipality,,,,,
-63.65350142104819,44.671147296642559,1774542,3508,Intersection,,Halifax Regional Municipality,,,,,
-63.652046907567701,44.761937614372819,1774543,3511,Intersection,,Halifax Regional Municipality,,,,,
-63.653224774974966,44.674257749471217,1774544,3512,Non-Intersection Junction,Name Change,Halifax Regional Municipality,,,,,
-63.652368539473713,44.731142124713259,1774545,3513,Intersection,,Halifax Regional Municipality,,,,,
-63.652289627865898,44.736073496853237,1774546,3516,Intersection,,Halifax Regional Municipality,,,,,
-63.653294327035844,44.673196768190152,1774547,3517,Dead End,,Halifax Regional Municipality,,,,,
-63.65190841609698,44.75786948838909,1774548,3518,Dead End,,Halifax Regional Municipality,,,,,
-63.653119344201663,44.666719083049784,1774549,3523,Intersection,,Halifax Regional Municipality,,,,,
-63.651524802232991,44.763886557288885,1774550,3525,Intersection,,Halifax Regional Municipality,,,,,
-63.651941828933971,44.734268511755182,1774551,3526,Intersection,,Halifax Regional Municipality,,,,,
-63.652044642016548,44.72400144748093,1774552,3529,Intersection,,Halifax Regional Municipality,,,,,
-63.65301566244819,44.656707191576594,1774553,3531,Dead End,,Halifax Regional Municipality,,,,,
-63.65264683485379,44.673509957870472,1774554,3532,Intersection,,Halifax Regional Municipality,,,,,
-63.652650226892291,44.670808204412793,1774555,3533,Intersection,,Halifax Regional Municipality,,,,,
-63.651059307829179,44.765859642620377,1774556,3537,Intersection,,Halifax Regional Municipality,,,,,
-63.652426108008697,44.671571091423324,1774557,3539,Intersection,,Halifax Regional Municipality,,,,,
-63.652370766397297,44.672772506180316,1774558,3540,Intersection,,Halifax Regional Municipality,,,,,
-63.651485812654713,44.726364608071989,1774559,3541,Dead End,,Halifax Regional Municipality,,,,,
-63.652289279319568,44.673136672675341,1774560,3544,Intersection,,Halifax Regional Municipality,,,,,
-63.655396454869276,44.655912590513516,1774561,3457,Intersection,,Halifax Regional Municipality,,,,,
-63.669025223642734,44.728273963294129,1774562,3002,Intersection,,Halifax Regional Municipality,,,,,
-63.668998884140287,44.726560793630632,1774563,3005,Intersection,,Halifax Regional Municipality,,,,,
-63.66984408473661,44.666577179889735,1774564,3006,Dead End,,Halifax Regional Municipality,,,,,
-63.668098000572762,44.781622916559201,1774565,3007,Intersection,,Halifax Regional Municipality,,,,,
-63.669423592335264,44.684976850975715,1774566,3009,Intersection,,Halifax Regional Municipality,,,,,
-63.669244474555818,44.695398229870335,1774567,3010,Dead End,,Halifax Regional Municipality,,,,,
-63.668026623135241,44.780039333190075,1774568,3011,Intersection,,Halifax Regional Municipality,,,,,
-63.669578347804197,44.673355396592626,1774569,3014,Dead End,,Halifax Regional Municipality,,,,,
-63.667845547926788,44.77924247122354,1774570,3017,Intersection,,Halifax Regional Municipality,,,,,
-63.66949832408207,44.669427011316124,1774571,3019,Dead End,,Halifax Regional Municipality,,,,,
-63.666777648683336,44.848348343485881,1774572,3020,Dead End,,Halifax Regional Municipality,,,,,
-63.668852613259212,44.697428563245644,1774573,3023,Intersection,,Halifax Regional Municipality,,,,,
-63.668269197008044,44.727810092432833,1774574,3026,Dead End,,Halifax Regional Municipality,,,,,
-63.669127415989458,44.671250021407857,1774575,3027,Dead End,,Halifax Regional Municipality,,,,,
-63.667836779471294,44.757010346047053,1774576,3028,Intersection,,Halifax Regional Municipality,,,,,
-63.669102805743918,44.664605691230705,1774577,3030,Intersection,,Halifax Regional Municipality,,,,,
-63.668165293370706,44.728992079908636,1774578,3032,Dead End,,Halifax Regional Municipality,,,,,
-63.668849078388561,44.678613065706315,1774579,3035,Intersection,,Halifax Regional Municipality,,,,,
-63.667952585786153,44.732991646184729,1774580,3036,Dead End,,Halifax Regional Municipality,,,,,
-63.668233207802821,44.709229166965876,1774581,3038,Intersection,,Halifax Regional Municipality,,,,,
-63.667976280648411,44.727672164377367,1774582,3039,Intersection,,Halifax Regional Municipality,,,,,
-63.66900987233285,44.647630945042778,1774583,3040,Dead End,,Halifax Regional Municipality,,,,,
-63.668114891595053,44.706633608086271,1774584,3043,Non-Intersection Junction,Name Change,Halifax Regional Municipality,,,,,
-63.668686769884715,44.668503269268797,1774585,3044,Intersection,,Halifax Regional Municipality,,,,,
-63.668220752661391,44.696789101945619,1774586,3047,Intersection,,Halifax Regional Municipality,,,,,
-63.6683340939991,44.685738392260276,1774587,3049,Non-Intersection Junction,Name Change,Halifax Regional Municipality,,,,,
-63.657133065400124,44.668506171013028,1774588,3403,Intersection,,Halifax Regional Municipality,,,,,
-63.656866931412367,44.669644889332666,1774589,3408,Intersection,,Halifax Regional Municipality,,,,,
-63.656266574731575,44.666450723512938,1774590,3425,Intersection,,Halifax Regional Municipality,,,,,
-63.654486846863726,44.763735792442063,1774591,3432,Dead End,,Halifax Regional Municipality,,,,,
-63.655585446032013,44.669422708599875,1774592,3444,Intersection,,Halifax Regional Municipality,,,,,
-63.643091668975636,44.647191655917901,1774593,3808,Non-Intersection Junction,Ownership Change,Halifax Regional Municipality,,,,,
-63.668192944413455,44.698900882086512,1774594,3051,Dead End,,Halifax Regional Municipality,,,,,
-63.667016957180074,44.778951646472315,1774595,3053,Dead End,,Halifax Regional Municipality,,,,,
-63.668470612769468,44.673466970776055,1774596,3054,Intersection,,Halifax Regional Municipality,,,,,
-63.667660970187043,44.729279991358972,1774597,3056,Dead End,,Halifax Regional Municipality,,,,,
-63.668342983727172,44.680447281569236,1774598,3058,Intersection,,Halifax Regional Municipality,,,,,
-63.668648553755887,44.656381819253546,1774599,3061,Intersection,,Halifax Regional Municipality,,,,,
-63.658858698518202,44.785292301188868,1774600,3308,Dead End,,Halifax Regional Municipality,,,,,
-63.659561417327311,44.728869155010464,1774601,3310,Intersection,,Halifax Regional Municipality,,,,,
-63.666685509382951,44.664163394874464,1774602,3119,Dead End,,Halifax Regional Municipality,,,,,
-63.665080723925101,44.758718464277486,1774603,3127,Intersection,,Halifax Regional Municipality,,,,,
-63.664611514987584,44.7697794243795,1774604,3135,Intersection,,Halifax Regional Municipality,,,,,
-63.66500895841537,44.730001045840766,1774605,3142,Intersection,,Halifax Regional Municipality,,,,,
-63.665350751211307,44.676371731579593,1774606,3156,Intersection,,Halifax Regional Municipality,,,,,
-63.658853677834067,44.762356718735269,1774607,3316,Intersection,,Halifax Regional Municipality,,,,,
-63.658309350874198,44.795439238061419,1774608,3320,Intersection,,Halifax Regional Municipality,,,,,
-63.659794722382991,44.678700337208873,1774609,3322,Intersection,,Halifax Regional Municipality,,,,,
-63.658490479083241,44.760571527180197,1774610,3324,Intersection,,Halifax Regional Municipality,,,,,
-63.658765350983764,44.740375555948717,1774611,3326,Dead End,,Halifax Regional Municipality,,,,,
-63.658766808949466,44.734217233671615,1774612,3328,Intersection,,Halifax Regional Municipality,,,,,
-63.658168546241619,44.773267983257462,1774613,3331,Intersection,,Halifax Regional Municipality,,,,,
-63.658283732718921,44.748130371982278,1774614,3333,Dead End,,Halifax Regional Municipality,,,,,
-63.659142793421744,44.686846346532569,1774615,3337,Intersection,,Halifax Regional Municipality,,,,,
-63.659397337345716,44.669664405123967,1774616,3338,Dead End,,Halifax Regional Municipality,,,,,
-63.657617573545252,44.786077004042951,1774617,3343,Intersection,,Halifax Regional Municipality,,,,,
-63.659245279517563,44.671963361268396,1774618,3344,Intersection,,Halifax Regional Municipality,,,,,
-63.658279756775464,44.729841810563713,1774619,3348,Non-Intersection Junction,Name Change,Halifax Regional Municipality,,,,,
-63.658946777433492,44.670476778925384,1774620,3351,Intersection,,Halifax Regional Municipality,,,,,
-63.657813878791039,44.737466510042502,1774621,3353,Intersection,,Halifax Regional Municipality,,,,,
-63.65643467108081,44.835807289103549,1774622,3354,Dead End,,Halifax Regional Municipality,,,,,
-63.657264212245096,44.763212041379077,1774623,3361,Intersection,,Halifax Regional Municipality,,,,,
-63.657948494929613,44.730212177574096,1774624,3362,Dead End,,Halifax Regional Municipality,,,,,
-63.657372389168231,44.737969728673875,1774625,3368,Non-Intersection Junction,Name Change,Halifax Regional Municipality,,,,,
-63.657315417114596,44.727396658300698,1774626,3371,Intersection,,Halifax Regional Municipality,,,,,
-63.657983212120399,44.679871197408183,1774627,3374,Dead End,,Halifax Regional Municipality,,,,,
-63.658019734026588,44.669450116289937,1774628,3375,Intersection,,Halifax Regional Municipality,,,,,
-63.65818883199735,44.659815717755507,1774629,3376,Dead End,,Halifax Regional Municipality,,,,,
-63.656991967018449,44.721064749276003,1774630,3379,Intersection,,Halifax Regional Municipality,,,,,
-63.653384222344641,44.784686169160452,1774631,3458,Intersection,,Halifax Regional Municipality,,,,,
-63.65381922523278,44.744709105809193,1774632,3460,Dead End,,Halifax Regional Municipality,,,,,
-63.655027667699059,44.656447467815987,1774633,3462,Intersection,,Halifax Regional Municipality,,,,,
-63.654704767371861,44.678341549549813,1774634,3463,Intersection,,Halifax Regional Municipality,,,,,
-63.653923746911026,44.730625670078538,1774635,3465,Intersection,,Halifax Regional Municipality,,,,,
-63.653331060944453,44.764224850012795,1774636,3467,Intersection,,Halifax Regional Municipality,,,,,
-63.653326125600287,44.756007755829216,1774637,3468,Intersection,,Halifax Regional Municipality,,,,,
-63.654574605978787,44.671523012645693,1774638,3470,Dead End,,Halifax Regional Municipality,,,,,
-63.653720530027449,44.725789041921821,1774639,3471,Intersection,,Halifax Regional Municipality,,,,,
-63.652738220467647,44.78553287327577,1774640,3477,Intersection,,Halifax Regional Municipality,,,,,
-63.654257294070966,44.679867338116907,1774641,3478,Intersection,,Halifax Regional Municipality,,,,,
-63.654219279164778,44.680061728674438,1774642,3479,Intersection,,Halifax Regional Municipality,,,,,
-63.652474097807804,44.657495013563157,1774643,3545,Intersection,,Halifax Regional Municipality,,,,,
-63.651310012353619,44.735972205415159,1774644,3546,Intersection,,Halifax Regional Municipality,,,,,
-63.495430054797716,44.703822035718552,1774645,8768,Intersection,,Halifax Regional Municipality,,,,,
-63.495140241219069,44.701700973726481,1774646,8774,Intersection,,Halifax Regional Municipality,,,,,
-63.495167000234744,44.677476242523369,1774647,8779,Dead End,,Halifax Regional Municipality,,,,,
-63.495932396297853,44.615178126064066,1774648,8787,Dead End,,Halifax Regional Municipality,,,,,
-63.494443783667492,44.699672345609102,1774649,8788,Intersection,,Halifax Regional Municipality,,,,,
-63.495643682257125,44.615926267115803,1774650,8793,Dead End,,Halifax Regional Municipality,,,,,
-63.483540348955827,44.968430894790671,1774651,8877,Dead End,,Halifax Regional Municipality,,,,,
-63.488979690221996,44.653842665922859,1774652,8882,Dead End,,Halifax Regional Municipality,,,,,
-63.488140933241212,44.699713458983773,1774653,8883,Dead End,,Halifax Regional Municipality,,,,,
-63.65586300209862,44.762530977902237,1774654,3400,Intersection,,Halifax Regional Municipality,,,,,
-63.655311508379384,44.795001947592013,1774655,3401,Intersection,,Halifax Regional Municipality,,,,,
-63.656238022678579,44.731320048603948,1774656,3402,Intersection,,Halifax Regional Municipality,,,,,
-63.656213810386731,44.722593540097222,1774657,3405,Intersection,,Halifax Regional Municipality,,,,,
-63.656827434285944,44.677376871485379,1774658,3406,Intersection,,Halifax Regional Municipality,,,,,
-63.656015449795582,44.730938200797453,1774659,3407,Intersection,,Halifax Regional Municipality,,,,,
-63.655861683371768,44.730671851621089,1774660,3411,Intersection,,Halifax Regional Municipality,,,,,
-63.656598992709199,44.667938525872358,1774661,3415,Intersection,,Halifax Regional Municipality,,,,,
-63.161159595646012,44.717923186641301,1774662,10429,Dead End,,Halifax Regional Municipality,,,,,
-63.655418884903611,44.758262949544658,1774663,3418,Dead End,,Halifax Regional Municipality,,,,,
-63.655591539304588,44.724199797718249,1774664,3420,Intersection,,Halifax Regional Municipality,,,,,
-63.659243284359327,44.46959350178674,1774665,3424,Intersection,,Halifax Regional Municipality,,,,,
-63.655132107630628,44.734191111856184,1774666,3426,Intersection,,Halifax Regional Municipality,,,,,
-63.853382360508476,44.683632913863327,1774667,663,Intersection,,Halifax Regional Municipality,,,,,
-63.472423924588625,44.717449943169058,1774668,9197,Dead End,,Halifax Regional Municipality,,,,,
-63.655870432064319,44.671265759204779,1774669,3431,Intersection,,Halifax Regional Municipality,,,,,
-63.655687879127235,44.677998003150144,1774670,3434,Intersection,,Halifax Regional Municipality,,,,,
-63.046292659866133,44.779181429194395,1774671,52202,Dead End,,Halifax Regional Municipality,,,,,
-63.158903413927881,44.69901215485659,1774672,10443,Dead End,,Halifax Regional Municipality,,,,,
-63.772165127698905,44.782742226821156,1774673,1219,Intersection,,Halifax Regional Municipality,,,,,
-63.774834476955569,44.524747189685968,1774674,1221,Dead End,,Halifax Regional Municipality,,,,,
-63.7714900913736,44.777241601306187,1774675,1222,Intersection,,Halifax Regional Municipality,,,,,
-63.509492576004412,44.667840415593531,1774676,8539,Intersection,,Halifax Regional Municipality,,,,,
-63.50884172142824,44.664979171930923,1774677,8557,Intersection,,Halifax Regional Municipality,,,,,
-63.505338852368915,44.688212223434299,1774678,8607,Dead End,,Halifax Regional Municipality,,,,,
-63.774007366632439,44.773397486780112,1774679,1212,Intersection,,Halifax Regional Municipality,,,,,
-63.772297449540247,44.696543933044204,1774680,1224,Intersection,,Halifax Regional Municipality,,,,,
-63.774379253888696,44.515741586225047,1774681,1226,Dead End,,Halifax Regional Municipality,,,,,
-63.50702015003445,44.666438769844021,1774682,8590,Dead End,,Halifax Regional Municipality,,,,,
-63.501254837999461,44.954462761867468,1774683,8602,Non-Intersection Junction,Name Change,Halifax Regional Municipality,,,,,
-63.505121489714568,44.708945970714836,1774684,8605,Dead End,,Halifax Regional Municipality,,,,,
-63.504670905547833,44.706151565051698,1774685,8611,Intersection,,Halifax Regional Municipality,,,,,
-63.776083425356326,44.757351673924752,1774686,1201,Intersection,,Halifax Regional Municipality,,,,,
-63.623481647545944,44.602607201311827,1774687,63399,Dead End,,Halifax Regional Municipality,,,,,
-63.77892132730635,44.524059722140933,1774688,1203,Intersection,,Halifax Regional Municipality,,,,,
-63.778733566835555,44.478838999767099,1774689,1206,Intersection,,Halifax Regional Municipality,,,,,
-63.77547466313942,44.733878753785525,1774690,1207,Intersection,,Halifax Regional Municipality,,,,,
-63.77760125748793,44.52512904178932,1774691,1208,Intersection,,Halifax Regional Municipality,,,,,
-63.621158683272945,44.604134849190217,1774692,63397,Intersection,,Halifax Regional Municipality,,,,,
-63.777420185872735,44.476190071160772,1774693,1213,Dead End,,Halifax Regional Municipality,,,,,
-63.519865965172578,44.937158024054007,1774694,8284,Dead End,,Halifax Regional Municipality,,,,,
-63.526603543602498,44.496716292595551,1774695,8292,Dead End,,Halifax Regional Municipality,,,,,
-63.523534871642497,44.673503303343615,1774696,8293,Dead End,,Halifax Regional Municipality,,,,,
-63.530080743302591,44.665824348582994,1774697,8207,Intersection,,Halifax Regional Municipality,,,,,
-63.52879671389335,44.666495350095701,1774698,8235,Dead End,,Halifax Regional Municipality,,,,,
-63.527298373406794,44.611705170894744,1774699,8259,Dead End,,Halifax Regional Municipality,,,,,
-63.526482518974184,44.635543768510487,1774700,8264,Intersection,,Halifax Regional Municipality,,,,,
-63.523045040081001,44.685839565997192,1774701,8298,Intersection,,Halifax Regional Municipality,,,,,
-63.523071667942652,44.673622488697966,1774702,8301,Intersection,,Halifax Regional Municipality,,,,,
-63.525655396972944,44.501353061178307,1774703,8306,Intersection,,Halifax Regional Municipality,,,,,
-63.522910929693928,44.638594850321688,1774704,8315,Dead End,,Halifax Regional Municipality,,,,,
-63.52451650926249,44.656054950468636,1774705,65313,Intersection,,Halifax Regional Municipality,,,,,
-63.522031997358702,44.673794290135206,1774706,8321,Intersection,,Halifax Regional Municipality,,,,,
-63.522660644682723,44.632899226561442,1774707,8322,Intersection,,Halifax Regional Municipality,,,,,
-63.521487064934298,44.684481758602473,1774708,8329,Dead End,,Halifax Regional Municipality,,,,,
-63.52435843631519,44.501446573850238,1774709,8332,Intersection,,Halifax Regional Municipality,,,,,
-63.52199937414084,44.632215086687765,1774710,8336,Intersection,,Halifax Regional Municipality,,,,,
-63.521257447462851,44.664551207963335,1774711,8338,Intersection,,Halifax Regional Municipality,,,,,
-63.520683968375351,44.678939949750969,1774712,8346,Dead End,,Halifax Regional Municipality,,,,,
-63.521077261586527,44.633618274416506,1774713,8350,Intersection,,Halifax Regional Municipality,,,,,
-62.739693560671725,45.264726970647878,1774714,66274,Outer Boundary Point,,Halifax Regional Municipality,,,,,
-63.52273279287477,44.507309450687757,1774715,8360,Dead End,,Halifax Regional Municipality,,,,,
-63.52045811933651,44.635261283326123,1774716,8364,Dead End,,Halifax Regional Municipality,,,,,
-63.519470862754432,44.683625510662097,1774717,8367,Intersection,,Halifax Regional Municipality,,,,,
-62.712999468030574,45.276335192177072,1774718,10894,Outer Boundary Point,,Colchester County,,,,,
-62.72477912575858,45.27146336045756,1774719,66277,Non-Intersection Junction,Community Boundary Change,Colchester County,,,,,
-63.518640447529371,44.715477169270621,1774720,8373,Dead End,,Halifax Regional Municipality,,,,,
-63.522037572303354,44.500915797491196,1774721,8377,Dead End,,Halifax Regional Municipality,,,,,
-63.637626587383338,44.58878116918374,1774722,64673,Non-Intersection Junction,Community Boundary Change,Halifax Regional Municipality,,,,,
-63.518716680361003,44.634805707292038,1774723,8400,Intersection,,Halifax Regional Municipality,,,,,
-63.54814856040872,44.526081519155099,1774724,65317,Intersection,,Halifax Regional Municipality,,,,,
-63.547692549519354,44.523971259269956,1774725,65318,Dead End,,Halifax Regional Municipality,,,,,
-63.524176433147062,44.634252636890345,1774726,8294,Non-Intersection Junction,Name Change,Halifax Regional Municipality,,,,,
-63.522532098460523,44.672592876117925,1774727,8311,Intersection,,Halifax Regional Municipality,,,,,
-63.525607912925359,44.500100974380665,1774728,8325,Dead End,,Halifax Regional Municipality,,,,,
